img_path,categories_id
dtset1/83710_objt_rs_2020-12-05_12-58-00-00_004.JPG,2
dtset1/609536_objt_kr_2021-02-05_17-14-14-66_003.JPG,1
dtset1/535783_objt_kr_2021-02-01_13-58-02-66_003.JPG,1
dtset1/552311_objt_kr_2021-02-05_09-56-21-66_003.JPG,1
dtset1/597056_objt_rb_2021-02-05_09-44-28-00_001.JPG,4
dtset1/535457_objt_kr_2021-02-05_09-08-46-00_001.JPG,1
dtset1/361926_objt_rb_2021-01-21_11-59-48-66_003.JPG,4
dtset1/116004_objt_rs_2020-12-15_11-49-07-00_001.JPG,2
dtset1/74065_objt_bp_2020-12-02_08-47-18-66_003.JPG,3
dtset1/361809_objt_rb_2021-01-21_11-46-43-00_001.JPG,4
dtset1/371576_objt_of_2021-01-08_12-27-15-66_003.JPG,0
dtset1/598143_objt_rb_2021-02-05_09-47-32-00_002.JPG,4
dtset1/380614_objt_of_2021-01-07_11-02-32-66_003.JPG,0
dtset1/372431_objt_of_2021-01-12_12-25-10-66_003.JPG,0
dtset1/74013_objt_bp_2020-12-02_08-33-04-00_001.JPG,3
dtset1/116914_objt_rs_2020-12-15_12-00-29-66_003.JPG,2
dtset1/313243_objt_rb_2021-01-05_09-35-02-00_001.JPG,4
dtset1/598119_objt_rb_2021-02-05_10-17-15-66_003.JPG,4
dtset1/552771_objt_kr_2021-02-05_10-07-40-33_002.JPG,1
dtset1/116652_objt_rs_2020-12-15_10-10-09-00_001.JPG,2
dtset1/312545_objt_bp_2021-01-19_16-09-55-33_002.JPG,3
dtset1/552600_objt_kr_2021-02-05_10-05-36-33_002.JPG,1
dtset1/116898_objt_rs_2020-12-15_11-58-42-00_001.JPG,2
dtset1/600950_objt_rb_2021-02-05_09-49-35-66_003.JPG,4
dtset1/74053_objt_bp_2020-12-02_08-43-38-66_003.JPG,3
dtset1/376483_objt_of_2021-01-07_09-19-03-33_002.JPG,0
dtset1/552620_objt_kr_2021-02-05_10-03-48-00_001.JPG,1
dtset1/381210_objt_of_2021-01-07_11-31-40-66_003.JPG,0
dtset1/72571_objt_bp_2020-12-02_08-10-42-00_001.JPG,3
dtset1/218051_objt_rs_2021-01-04_09-34-10-33_002.jpg,2
dtset1/597442_objt_rb_2021-02-05_09-41-49-00_001.JPG,4
dtset1/363231_objt_rb_2021-01-21_10-04-01-33_002.JPG,4
dtset1/72631_objt_bp_2020-12-02_08-10-27-66_003.JPG,3
dtset1/361186_objt_rb_2021-01-21_11-41-05-00_001.JPG,4
dtset1/84158_objt_rs_2020-12-05_17-36-49-33_002.JPG,2
dtset1/125010_objt_rs_2020-12-16_10-04-41-66_003.JPG,2
dtset1/217113_objt_rb_2021-01-05_12-24-17-66_003.jpg,4
dtset1/83723_objt_rs_2020-12-05_15-34-04-33_002.JPG,2
dtset1/361962_objt_rb_2021-01-21_15-59-21-00_001.JPG,4
dtset1/372156_objt_of_2021-01-12_11-22-36-66_003.JPG,0
dtset1/597046_objt_of_2021-02-06_10-17-22-00_001.JPG,0
dtset1/313245_objt_rb_2021-01-05_09-38-33-00_001.JPG,4
dtset1/371483_objt_of_2021-01-08_12-03-31-33_002.JPG,0
dtset1/216897_objt_rb_2021-01-05_11-57-57-66_003.jpg,4
dtset1/73938_objt_bp_2020-12-02_08-38-41-00_001.JPG,3
dtset1/535554_objt_kr_2021-02-05_09-06-35-66_003.JPG,1
dtset1/596882_objt_rb_2021-02-05_09-45-01-66_003.JPG,4
dtset1/217705_objt_rb_2021-01-05_13-56-07-00_001.jpg,4
dtset1/363496_objt_rs_2021-01-17_18-16-11-33_002.JPG,2
dtset1/218102_objt_rb_2021-01-05_13-34-00-00_004.jpg,4
dtset1/596835_objt_rs_2021-01-18_17-53-27-33_002.JPG,2
dtset1/218229_objt_bp_2021-01-06_10-51-01-33_002.jpg,3
dtset1/536007_objt_rb_2021-02-03_15-25-47-33_002.JPG,4
dtset1/217386_objt_rb_2021-01-05_14-47-14-33_002.jpg,4
dtset1/552847_objt_of_2021-02-05_10-17-01-33_002.JPG,0
dtset1/74102_objt_bp_2020-12-02_08-40-40-66_003.JPG,3
dtset1/217709_objt_rb_2021-01-05_13-55-15-33_002.jpg,4
dtset1/73746_objt_bp_2020-12-02_08-35-53-00_001.JPG,3
dtset1/312747_objt_bp_2021-01-20_10-18-25-00_001.JPG,3
dtset1/220378_objt_rb_2020-12-29_13-59-12-00_001.jpg,4
dtset1/537003_objt_rb_2021-02-03_12-14-50-00_001.JPG,4
dtset1/380563_objt_of_2021-01-07_10-55-54-66_003.JPG,0
dtset1/116875_objt_rs_2020-12-15_12-01-14-00_001.JPG,2
dtset1/609100_objt_kr_2021-02-05_17-05-32-00_001.JPG,1
dtset1/371809_objt_of_2021-01-23_09-28-43-66_003.JPG,0
dtset1/312576_objt_bp_2021-01-19_16-14-12-66_003.JPG,3
dtset1/218305_objt_bp_2021-01-06_10-38-07-66_003.jpg,3
dtset1/609641_objt_kr_2021-02-05_17-18-39-00_001.JPG,1
dtset1/601086_objt_rb_2021-02-05_09-51-28-00_001.JPG,4
dtset1/371364_objt_of_2021-01-08_11-36-24-33_002.JPG,0
dtset1/84270_objt_rs_2020-12-05_17-40-43-00_001.JPG,2
dtset1/82974_objt_bp_2020-12-02_13-48-26-00_001.JPG,3
dtset1/117086_objt_rs_2020-12-15_10-59-28-66_003.JPG,2
dtset1/372421_objt_of_2021-01-12_12-16-56-66_003.JPG,0
dtset1/217253_objt_rb_2021-01-05_12-35-12-00_001.jpg,4
dtset1/361732_objt_rb_2021-01-21_11-47-38-66_003.JPG,4
dtset1/116907_objt_rs_2020-12-15_11-59-41-33_002.JPG,2
dtset1/611536_objt_kr_2021-02-05_17-46-45-66_003.JPG,1
dtset1/74386_objt_bp_2020-12-02_09-52-29-00_001.JPG,3
dtset1/596970_objt_rb_2021-02-05_09-43-27-00_001.JPG,4
dtset1/600746_objt_rb_2021-02-05_09-51-16-33_002.JPG,4
dtset1/360996_objt_rb_2021-01-21_11-15-13-66_003.JPG,4
dtset1/82911_objt_bp_2020-12-02_13-45-29-00_001.JPG,3
dtset1/265229_objt_rs_2021-01-17_09-09-30-33_002.JPG,2
dtset1/217622_objt_rb_2021-01-05_15-05-20-33_002.jpg,4
dtset1/364066_objt_rb_2021-01-23_09-18-25-66_003.JPG,4
dtset1/73826_objt_bp_2020-12-02_08-33-22-33_002.JPG,3
dtset1/117378_objt_rs_2020-12-15_11-04-20-00_001.JPG,2
dtset1/363207_objt_rb_2021-01-23_09-11-46-33_002.JPG,4
dtset1/217665_objt_rb_2021-01-05_13-59-43-00_001.jpg,4
dtset1/73159_objt_bp_2020-12-02_08-21-22-33_002.JPG,3
dtset1/217222_objt_rb_2021-01-05_12-27-13-33_002.jpg,4
dtset1/361633_objt_rb_2021-01-21_11-48-01-00_001.JPG,4
dtset1/551929_objt_kr_2021-02-05_09-46-43-66_003.JPG,1
dtset1/313289_objt_rb_2021-01-05_09-35-31-66_003.JPG,4
dtset1/116162_objt_rs_2020-12-15_11-48-58-66_003.JPG,2
dtset1/265713_objt_rs_2021-01-17_09-15-43-33_002.JPG,2
dtset1/82768_objt_rs_2020-12-05_10-18-21-66_003.JPG,2
dtset1/597259_objt_of_2021-02-06_10-18-32-66_003.JPG,0
dtset1/221240_objt_rs_2021-01-04_14-31-48-33_002.jpg,2
dtset1/84494_objt_bp_2020-12-02_16-47-24-00_001.JPG,3
dtset1/217147_objt_rb_2021-01-05_12-20-07-00_001.jpg,4
dtset1/597099_objt_rb_2021-02-05_09-44-34-33_002.JPG,4
dtset1/380708_objt_of_2021-01-07_11-11-38-66_003.JPG,0
dtset1/308130_objt_bp_2021-01-19_12-21-13-66_003.JPG,3
dtset1/220903_objt_rb_2020-12-29_14-33-29-00_001.jpg,4
dtset1/600534_objt_of_2021-02-04_11-45-11-66_003.JPG,0
dtset1/596855_objt_rs_2021-01-18_17-56-28-33_002.JPG,2
dtset1/312581_objt_bp_2021-01-20_10-01-04-33_002.JPG,3
dtset1/361686_objt_rb_2021-01-21_11-50-26-33_002.JPG,4
dtset1/83131_objt_bp_2020-12-02_14-10-04-66_003.JPG,3
dtset1/634801_objt_bp_2021-02-08_09-25-42-00_001.JPG,3
dtset1/265368_objt_rs_2021-01-17_09-16-13-00_001.JPG,2
dtset1/596646_objt_rs_2021-01-18_17-48-18-33_002.JPG,2
dtset1/600955_objt_rb_2021-02-05_10-29-47-00_001.JPG,4
dtset1/372191_objt_of_2021-01-12_11-33-03-66_003.JPG,0
dtset1/597657_objt_rb_2021-02-05_10-14-59-00_001.JPG,4
dtset1/116331_objt_rs_2020-12-15_10-46-54-33_002.JPG,2
dtset1/218140_objt_rb_2021-01-05_15-38-57-00_001.jpg,4
dtset1/553121_objt_kr_2021-02-05_10-11-48-00_001.JPG,1
dtset1/363722_objt_rb_2021-01-23_09-18-08-66_003.JPG,4
dtset1/372489_objt_of_2021-01-12_12-26-55-00_001.JPG,0
dtset1/537210_objt_kr_2021-02-05_09-11-00-66_006.JPG,1
dtset1/630984_objt_kr_2021-02-06_09-14-17-00_001.JPG,1
dtset1/598139_objt_rb_2021-02-05_09-42-22-00_003.JPG,4
dtset1/535774_objt_kr_2021-02-05_09-06-58-00_001.JPG,1
dtset1/536000_objt_rb_2021-02-03_15-29-39-00_001.JPG,4
dtset1/552087_objt_kr_2021-02-05_09-50-29-00_001.JPG,1
dtset1/360972_objt_rb_2021-01-21_11-13-42-00_001.JPG,4
dtset1/361572_objt_rb_2021-01-21_11-44-24-00_001.JPG,4
dtset1/601096_objt_of_2021-02-04_11-59-42-66_003.JPG,0
dtset1/601060_objt_rb_2021-02-05_10-35-31-33_002.JPG,4
dtset1/600842_objt_of_2021-02-04_11-50-45-66_003.JPG,0
dtset1/74275_objt_bp_2020-12-02_09-12-03-66_003.JPG,3
dtset1/360913_objt_rb_2021-01-21_11-17-46-33_002.JPG,4
dtset1/363901_objt_rs_2021-01-17_18-13-53-33_002.JPG,2
dtset1/600961_objt_rb_2021-02-05_10-35-42-66_003.JPG,4
dtset1/552058_objt_kr_2021-02-05_09-53-48-66_003.JPG,1
dtset1/611169_objt_kr_2021-02-05_17-35-58-00_001.JPG,1
dtset1/307723_objt_bp_2021-01-19_12-14-03-00_002.JPG,3
dtset1/536850_objt_kr_2021-02-05_09-09-14-33_002.JPG,1
dtset1/374963_objt_of_2021-01-06_09-25-35-00_001.JPG,0
dtset1/600797_objt_rb_2021-02-05_10-34-55-33_002.JPG,4
dtset1/610309_objt_kr_2021-02-05_17-26-08-66_003.JPG,1
dtset1/609888_objt_kr_2021-02-05_17-15-22-33_002.JPG,1
dtset1/597826_objt_rb_2021-02-05_09-47-37-00_001.JPG,4
dtset1/380518_objt_of_2021-01-07_10-55-24-66_003.JPG,0
dtset1/115686_objt_rs_2020-12-15_11-39-55-00_001.JPG,2
dtset1/116934_objt_rs_2020-12-15_11-58-44-00_001.JPG,2
dtset1/600338_objt_of_2021-02-04_11-50-10-33_002.JPG,0
dtset1/372194_objt_of_2021-01-12_11-33-42-66_003.JPG,0
dtset1/376722_objt_of_2021-01-07_09-17-35-33_002.JPG,0
dtset1/381194_objt_of_2021-01-07_11-30-32-33_002.JPG,0
dtset1/609041_objt_kr_2021-02-05_17-13-16-33_002.JPG,1
dtset1/535637_objt_kr_2021-02-01_14-00-45-66_003.JPG,1
dtset1/313073_objt_rb_2021-01-05_09-27-23-00_001.JPG,4
dtset1/83764_objt_rs_2020-12-05_15-39-34-00_001.JPG,2
dtset1/611553_objt_kr_2021-02-05_17-46-53-33_002.JPG,1
dtset1/312473_objt_bp_2021-01-19_16-01-29-33_002.JPG,3
dtset1/220630_objt_rb_2020-12-29_10-34-39-33_002.jpg,4
dtset1/609060_objt_kr_2021-02-05_17-09-20-00_001.JPG,1
dtset1/312415_objt_bp_2021-01-19_15-59-12-66_003.JPG,3
dtset1/610844_objt_kr_2021-02-05_17-32-35-33_002.JPG,1
dtset1/374729_objt_of_2021-01-08_13-12-06-66_003.JPG,0
dtset1/601128_objt_rb_2021-02-05_10-31-09-00_001.JPG,4
dtset1/553021_objt_of_2021-02-05_10-23-28-00_001.JPG,0
dtset1/363785_objt_rb_2021-01-21_15-11-10-00_001.JPG,4
dtset1/82742_objt_rs_2020-12-05_15-20-17-66_003.JPG,2
dtset1/72661_objt_bp_2020-12-02_08-06-48-66_003.JPG,3
dtset1/535609_objt_kr_2021-02-05_09-05-05-33_002.JPG,1
dtset1/265716_objt_rs_2021-01-17_09-14-42-00_001.JPG,2
dtset1/360936_objt_rb_2021-01-21_11-17-46-66_003.JPG,4
dtset1/601025_objt_rb_2021-02-05_09-52-31-00_001.JPG,4
dtset1/117352_objt_rs_2020-12-15_11-03-40-33_002.JPG,2
dtset1/307676_objt_bp_2021-01-19_12-17-13-66_003.JPG,3
dtset1/381264_objt_of_2021-01-07_11-32-29-00_001.JPG,0
dtset1/597779_objt_rb_2021-02-05_09-46-32-66_003.JPG,4
dtset1/596612_objt_rs_2021-01-18_17-51-36-33_002.JPG,2
dtset1/116533_objt_rs_2020-12-15_10-44-37-00_001.JPG,2
dtset1/537179_objt_kr_2021-02-05_09-12-54-00_001.JPG,1
dtset1/74424_objt_bp_2020-12-02_10-02-40-00_001.JPG,3
dtset1/265364_objt_rs_2021-01-17_09-11-49-33_002.JPG,2
dtset1/221291_objt_rs_2021-01-04_14-30-31-66_003.jpg,2
dtset1/221053_objt_rs_2021-01-04_14-31-30-00_001.jpg,2
dtset1/312382_objt_bp_2021-01-19_15-56-58-66_004.JPG,3
dtset1/84514_objt_bp_2020-12-02_16-51-17-33_002.JPG,3
dtset1/117237_objt_rs_2020-12-15_12-00-46-66_003.JPG,2
dtset1/374859_objt_of_2021-01-08_13-18-40-00_001.JPG,0
dtset1/598245_objt_rb_2021-02-05_09-47-18-66_004.JPG,4
dtset1/361590_objt_rb_2021-01-21_11-49-13-33_002.JPG,4
dtset1/371374_objt_of_2021-01-08_11-39-14-00_001.JPG,0
dtset1/374653_objt_of_2021-01-08_13-04-18-00_001.JPG,0
dtset1/82953_objt_bp_2020-12-02_13-50-17-33_002.JPG,3
dtset1/596635_objt_rs_2021-01-18_17-52-01-66_003.JPG,2
dtset1/535381_objt_kr_2021-02-01_13-56-14-33_002.JPG,1
dtset1/371733_objt_of_2021-01-23_09-02-23-33_002.JPG,0
dtset1/372024_objt_of_2021-01-12_10-45-26-00_001.JPG,0
dtset1/630667_objt_kr_2021-02-06_09-09-59-33_002.JPG,1
dtset1/72725_objt_bp_2020-12-02_08-18-01-00_001.JPG,3
dtset1/597324_objt_rb_2021-02-05_09-43-56-00_002.JPG,4
dtset1/363686_objt_rb_2021-01-23_09-21-15-66_003.JPG,4
dtset1/380775_objt_of_2021-01-07_11-16-01-33_002.JPG,0
dtset1/83080_objt_bp_2020-12-02_14-04-20-66_003.JPG,3
dtset1/220738_objt_rs_2021-01-04_11-07-29-33_002.jpg,2
dtset1/115988_objt_rs_2020-12-15_11-48-04-00_001.JPG,2
dtset1/312534_objt_bp_2021-01-19_16-06-04-00_001.JPG,3
dtset1/536061_objt_rb_2021-02-03_15-25-48-00_001.JPG,4
dtset1/217001_objt_rb_2021-01-05_12-20-14-66_003.jpg,4
dtset1/553064_objt_kr_2021-02-05_10-13-26-66_003.JPG,1
dtset1/371663_objt_of_2021-01-08_12-35-57-66_003.JPG,0
dtset1/84214_objt_rs_2020-12-05_17-43-41-00_001.JPG,2
dtset1/536957_objt_kr_2021-02-05_09-11-39-00_001.JPG,1
dtset1/609718_objt_kr_2021-02-05_17-14-36-00_001.JPG,1
dtset1/116213_objt_rs_2020-12-15_10-46-16-00_001.JPG,2
dtset1/609292_objt_kr_2021-02-05_17-11-29-66_003.JPG,1
dtset1/600847_objt_rb_2021-02-05_10-31-08-66_003.JPG,4
dtset1/371557_objt_of_2021-01-08_12-15-03-00_001.JPG,0
dtset1/596869_objt_rs_2021-01-18_17-56-26-66_003.JPG,2
dtset1/363269_objt_rs_2021-01-17_18-06-44-00_001.JPG,2
dtset1/372137_objt_of_2021-01-12_11-21-26-00_001.JPG,0
dtset1/117190_objt_rs_2020-12-15_12-02-36-66_003.JPG,2
dtset1/596602_objt_rs_2021-01-18_17-49-43-66_003.JPG,2
dtset1/363724_objt_rb_2021-01-23_09-17-06-00_001.JPG,4
dtset1/217739_objt_rb_2021-01-05_14-05-53-33_002.jpg,4
dtset1/611055_objt_kr_2021-02-05_17-35-00-33_001.JPG,1
dtset1/361801_objt_rb_2021-01-21_11-46-42-33_002.JPG,4
dtset1/363148_objt_rb_2021-01-23_09-09-20-00_002.JPG,4
dtset1/220920_objt_rs_2021-01-04_09-52-22-00_001.jpg,2
dtset1/265548_objt_kr_2021-01-13_15-37-49-00_001.JPG,1
dtset1/380606_objt_of_2021-01-07_11-00-11-66_003.JPG,0
dtset1/124913_objt_rs_2020-12-16_09-48-44-66_003.JPG,2
dtset1/609853_objt_kr_2021-02-05_17-16-53-33_002.JPG,1
dtset1/374707_objt_of_2021-01-08_13-01-49-00_001.JPG,0
dtset1/372228_objt_of_2021-01-12_11-35-32-00_001.JPG,0
dtset1/83260_objt_rs_2020-12-05_10-35-08-66_003.JPG,2
dtset1/217736_objt_rb_2021-01-05_14-05-42-33_002.jpg,4
dtset1/73817_objt_bp_2020-12-02_08-33-25-66_003.JPG,3
dtset1/83281_objt_rs_2020-12-05_10-36-58-33_002.JPG,2
dtset1/537194_objt_kr_2021-02-05_09-13-20-33_002.JPG,1
dtset1/600399_objt_of_2021-02-04_11-51-31-00_001.JPG,0
dtset1/124995_objt_rs_2020-12-16_09-51-24-00_001.JPG,2
dtset1/597582_objt_rb_2021-02-05_10-16-32-33_002.JPG,4
dtset1/313080_objt_rb_2021-01-05_09-25-27-66_004.JPG,4
dtset1/73492_objt_bp_2020-12-02_08-32-07-33_002.JPG,3
dtset1/552275_objt_kr_2021-02-05_09-58-00-33_005.JPG,1
dtset1/82822_objt_rs_2020-12-05_10-36-01-00_001.JPG,2
dtset1/536998_objt_rb_2021-02-03_12-12-49-33_002.JPG,4
dtset1/83931_objt_rs_2020-12-05_17-23-07-66_003.JPG,2
dtset1/535840_objt_kr_2021-02-01_13-55-25-66_003.JPG,1
dtset1/116099_objt_rs_2020-12-15_11-51-32-66_003.JPG,2
dtset1/117356_objt_rs_2020-12-15_11-08-14-00_001.JPG,2
dtset1/552306_objt_kr_2021-02-05_09-52-59-00_001.JPG,1
dtset1/535621_objt_kr_2021-02-05_09-05-12-33_002.JPG,1
dtset1/372076_objt_of_2021-01-12_11-02-30-66_003.JPG,0
dtset1/611134_objt_kr_2021-02-05_17-37-59-33_002.JPG,1
dtset1/597394_objt_rb_2021-02-05_09-43-20-33_003.JPG,4
dtset1/597187_objt_of_2021-02-06_10-12-03-66_003.JPG,0
dtset1/630693_objt_kr_2021-02-06_09-07-11-66_003.JPG,1
dtset1/600261_objt_of_2021-02-04_11-53-41-66_003.JPG,0
dtset1/265546_objt_kr_2021-01-13_15-34-10-00_001.JPG,1
dtset1/308060_objt_bp_2021-01-19_12-15-58-66_003.JPG,3
dtset1/363445_objt_rb_2021-01-23_09-15-41-33_002.JPG,4
dtset1/265587_objt_rs_2021-01-17_09-14-09-33_002.JPG,2
dtset1/535628_objt_kr_2021-02-05_09-07-20-33_002.JPG,1
dtset1/364102_objt_rb_2021-01-23_09-16-07-33_002.JPG,4
dtset1/217862_objt_rb_2021-01-05_13-54-01-33_002.jpg,4
dtset1/374471_objt_of_2021-01-08_12-53-45-00_001.JPG,0
dtset1/610015_objt_kr_2021-02-05_17-16-54-00_002.JPG,1
dtset1/361610_objt_rb_2021-01-21_11-49-12-66_003.JPG,4
dtset1/374865_objt_of_2021-01-08_13-10-17-00_001.JPG,0
dtset1/372177_objt_of_2021-01-12_11-25-55-33_002.JPG,0
dtset1/116490_objt_rs_2020-12-15_10-48-00-00_004.JPG,2
dtset1/372266_objt_of_2021-01-12_11-47-57-00_001.JPG,0
dtset1/374519_objt_of_2021-01-08_12-54-18-33_002.JPG,0
dtset1/600302_objt_of_2021-02-04_11-51-06-66_003.JPG,0
dtset1/364193_objt_rs_2021-01-17_18-20-17-33_002.JPG,2
dtset1/115619_objt_rs_2020-12-15_11-42-35-33_002.JPG,2
dtset1/380641_objt_of_2021-01-07_11-00-09-66_003.JPG,0
dtset1/361226_objt_rb_2021-01-21_11-36-02-33_002.JPG,4
dtset1/115958_objt_rs_2020-12-15_11-42-39-00_001.JPG,2
dtset1/630611_objt_kr_2021-02-06_09-05-03-66_003.JPG,1
dtset1/610393_objt_kr_2021-02-05_17-27-28-33_002.JPG,1
dtset1/363407_objt_rb_2021-01-21_10-04-27-00_001.JPG,4
dtset1/82841_objt_rs_2020-12-05_15-13-48-66_003.JPG,2
dtset1/535980_objt_kr_2021-02-01_13-57-07-33_002.JPG,1
dtset1/363173_objt_rb_2021-01-23_09-13-24-33_002.JPG,4
dtset1/217431_objt_rb_2021-01-05_14-53-32-00_001.jpg,4
dtset1/634766_objt_bp_2021-02-08_09-14-49-00_001.JPG,3
dtset1/74138_objt_bp_2020-12-02_08-41-52-66_003.JPG,3
dtset1/307664_objt_bp_2021-01-19_12-12-56-66_003.JPG,3
dtset1/535830_objt_kr_2021-02-01_14-00-55-00_001.JPG,1
dtset1/372183_objt_of_2021-01-12_11-25-48-33_002.JPG,0
dtset1/537173_objt_kr_2021-02-05_09-13-26-33_002.JPG,1
dtset1/308067_objt_bp_2021-01-19_12-14-22-66_003.JPG,3
dtset1/218127_objt_rb_2021-01-05_15-41-09-66_003.jpg,4
dtset1/597466_objt_rb_2021-02-05_09-41-11-66_003.JPG,4
dtset1/220931_objt_rs_2021-01-04_09-52-30-66_003.jpg,2
dtset1/610004_objt_kr_2021-02-05_17-17-14-66_003.JPG,1
dtset1/115713_objt_rs_2020-12-15_10-43-09-33_002.JPG,2
dtset1/371380_objt_of_2021-01-08_11-41-38-33_002.JPG,0
dtset1/609565_objt_kr_2021-02-05_17-11-56-33_003.JPG,1
dtset1/72584_objt_bp_2020-12-02_08-05-19-33_002.JPG,3
dtset1/535911_objt_kr_2021-02-05_09-04-20-00_001.JPG,1
dtset1/597247_objt_of_2021-02-06_10-16-18-00_001.JPG,0
dtset1/596603_objt_rs_2021-01-18_17-50-30-33_002.JPG,2
dtset1/609000_objt_kr_2021-02-05_17-12-43-33_002.JPG,1
dtset1/265573_objt_rs_2021-01-17_09-15-43-66_003.JPG,2
dtset1/308034_objt_bp_2021-01-19_12-17-12-66_003.JPG,3
dtset1/221045_objt_rs_2021-01-04_14-30-52-33_002.jpg,2
dtset1/115342_objt_rs_2020-12-15_11-41-13-33_002.JPG,2
dtset1/363933_objt_rb_2021-01-23_09-24-30-33_002.JPG,4
dtset1/221450_objt_rs_2021-01-04_14-36-15-00_001.jpg,2
dtset1/598014_objt_rb_2021-02-05_10-18-29-66_003.JPG,4
dtset1/610042_objt_kr_2021-02-05_17-17-24-66_003.JPG,1
dtset1/84189_objt_rs_2020-12-05_17-42-09-00_001.JPG,2
dtset1/361292_objt_rb_2021-01-21_11-38-51-66_003.JPG,4
dtset1/115914_objt_rs_2020-12-15_10-44-27-33_002.JPG,2
dtset1/374968_objt_of_2021-01-06_09-30-14-00_001.JPG,0
dtset1/600744_objt_rb_2021-02-05_10-29-39-00_001.JPG,4
dtset1/74155_objt_bp_2020-12-02_08-41-08-00_001.JPG,3
dtset1/381116_objt_of_2021-01-07_11-30-07-00_001.JPG,0
dtset1/551912_objt_kr_2021-02-05_09-44-44-33_002.JPG,1
dtset1/552003_objt_kr_2021-02-05_09-46-02-33_002.JPG,1
dtset1/82830_objt_rs_2020-12-05_15-14-55-00_001.JPG,2
dtset1/536775_objt_kr_2021-02-05_09-09-26-66_003.JPG,1
dtset1/630881_objt_kr_2021-02-06_09-10-04-00_002.JPG,1
dtset1/630805_objt_kr_2021-02-06_09-10-54-00_001.JPG,1
dtset1/307792_objt_bp_2021-01-19_12-10-36-00_002.JPG,3
dtset1/610265_objt_kr_2021-02-05_17-17-03-66_004.JPG,1
dtset1/376675_objt_of_2021-01-07_09-17-38-00_001.JPG,0
dtset1/361233_objt_rb_2021-01-21_11-36-07-33_002.JPG,4
dtset1/217106_objt_rb_2021-01-05_12-18-44-33_002.jpg,4
dtset1/217980_objt_rb_2021-01-05_15-27-37-66_003.jpg,4
dtset1/117447_objt_rs_2020-12-15_11-05-41-00_001.JPG,2
dtset1/552255_objt_kr_2021-02-05_09-51-38-66_003.JPG,1
dtset1/221040_objt_rs_2021-01-04_14-30-27-00_001.jpg,2
dtset1/363204_objt_rb_2021-01-23_09-13-12-33_002.JPG,4
dtset1/598254_objt_rb_2021-02-05_09-42-27-66_005.JPG,4
dtset1/597518_objt_rb_2021-02-05_10-15-04-66_004.JPG,4
dtset1/610177_objt_kr_2021-02-05_17-15-29-66_004.JPG,1
dtset1/630556_objt_kr_2021-02-06_09-08-46-66_003.JPG,1
dtset1/361466_objt_rb_2021-01-21_11-42-19-33_002.JPG,4
dtset1/221042_objt_rs_2021-01-04_14-31-09-00_001.jpg,2
dtset1/371637_objt_of_2021-01-08_12-33-52-33_002.JPG,0
dtset1/308061_objt_bp_2021-01-19_12-20-23-00_001.JPG,3
dtset1/361390_objt_rb_2021-01-21_11-46-18-00_001.JPG,4
dtset1/598146_objt_rb_2021-02-05_09-46-04-00_001.JPG,4
dtset1/83693_objt_rs_2020-12-05_12-49-44-33_002.JPG,2
dtset1/73791_objt_bp_2020-12-02_08-35-01-66_003.JPG,3
dtset1/312499_objt_bp_2021-01-19_16-05-00-00_004.JPG,3
dtset1/552017_objt_kr_2021-02-05_09-52-31-00_001.JPG,1
dtset1/597357_objt_rb_2021-02-05_09-43-29-00_001.JPG,4
